华北,北京市,北京市,21,5,21,4,20,6,20,10,18,10,13,9,14,9,14,8,16,8,18,2,15,4,15,3,12,0,14,-1,16,4,晴,晴,晴,多云,小雨,阴,阴,阴,阴,晴,晴,小雨,晴,晴,晴
华北,北京市,东城,22,7,21,5,20,6,20,10,17,10,12,10,14,8,14,9,16,8,19,2,14,5,15,5,13,1,14,0,16,5,晴,晴,晴,多云,小雨,阴,阴,阴,阴,晴,晴,多云,晴,晴,晴
华北,北京市,西城,22,5,22,3,20,5,20,8,19,9,12,9,15,6,15,8,16,6,19,2,15,3,16,4,13,0,15,-2,17,4,晴,晴,晴,多云,多云,阴,阴,小雨,阴,晴,晴,多云,晴,晴,晴
华北,北京市,丰台,22,5,21,3,19,4,19,8,17,8,12,8,14,7,14,7,16,6,17,1,14,2,15,3,13,0,14,-1,16,3,晴,晴,晴,多云,多云,阴,阴,小雨,阴,晴,晴,多云,晴,晴,晴
华北,北京市,石景山,22,5,21,3,19,4,19,8,17,8,12,8,14,7,14,7,16,6,17,1,14,2,15,3,13,0,14,-1,16,3,晴,晴,晴,多云,多云,阴,阴,小雨,阴,晴,晴,多云,晴,晴,晴
华北,北京市,海淀,22,5,22,3,20,5,20,8,19,9,12,9,15,6,15,8,16,6,19,2,15,3,16,4,13,0,15,-2,17,4,晴,晴,晴,多云,多云,阴,阴,小雨,阴,晴,晴,多云,晴,晴,晴
华北,北京市,门头沟,22,6,22,6,20,6,19,10,17,10,12,10,14,8,14,9,16,8,18,2,14,3,15,4,13,1,15,0,16,4,晴,晴,晴,多云,小雨,阴,阴,小雨,阴,晴,晴,小雨,晴,晴,晴
华北,北京市,房山,22,4,22,3,20,4,20,8,19,9,13,10,14,7,14,7,17,6,18,1,14,1,16,0,13,-2,14,-2,16,3,晴,晴,晴,多云,小雨,阴,阴,小雨,阴,晴,晴,小雨,晴,晴,晴
华北,北京市,通州,21,4,21,4,20,4,20,8,18,9,12,9,14,9,15,7,16,7,18,1,15,3,15,3,13,0,14,-1,16,3,晴,晴,晴,多云,小雨,阴,阴,阴,阴,晴,晴,小雨,晴,晴,晴
华北,北京市,顺义,22,6,21,4,20,6,20,10,17,10,12,9,14,7,14,8,15,7,18,3,14,4,15,4,13,1,15,0,17,4,晴,晴,晴,多云,小雨,阴,阴,小雨,阴,晴,晴,多云,晴,晴,晴
华北,北京市,昌平,21,6,22,4,19,5,19,8,18,9,12,8,14,6,14,8,15,6,18,1,14,2,15,4,14,1,15,0,17,4,晴,晴,晴,多云,多云,阴,阴,小雨,阴,晴,晴,多云,晴,晴,晴
华北,北京市,怀柔,21,4,21,3,20,4,19,9,17,8,12,6,14,5,14,7,14,4,18,0,13,3,15,3,13,-1,14,-1,17,2,晴,晴,晴,多云,小雨,阴,阴,小雨,阴,晴,晴,多云,晴,晴,晴
华北,北京市,平谷,21,2,20,1,20,4,21,6,18,7,13,6,13,6,14,6,16,6,18,0,14,1,16,0,13,-2,14,-4,17,1,晴,晴,晴,多云,小雨,阴,小雨,小雨,阴,晴,晴,多云,晴,晴,晴
华北,北京市,密云,21,3,20,1,19,3,20,5,17,7,12,6,14,5,14,6,14,3,18,0,13,0,14,0,13,-4,13,-3,17,1,晴,晴,晴,多云,小雨,阴,阵雨,小雨,阴,晴,晴,多云,晴,晴,晴
华北,北京市,延庆,18,2,19,1,19,2,20,5,15,4,10,3,13,5,12,5,13,2,15,-3,12,1,13,4,11,-2,11,-4,14,0,晴,晴,晴,多云,小雨,阴,阴,小雨,阴,晴,晴,多云,晴,晴,晴
华北,天津市,天津市,21,9,22,10,21,10,23,16,21,12,15,12,15,11,16,12,18,11,17,7,16,9,17,5,12,4,14,5,16,7,晴,晴,晴,多云,阴,阴,阴,阴,阴,晴,晴,阴,多云,晴,晴
华北,天津市,和平,21,9,22,10,21,10,23,16,21,12,15,12,15,11,16,12,18,11,17,7,16,9,17,5,12,4,14,5,16,7,晴,晴,晴,多云,阴,阴,阴,阴,阴,晴,晴,阴,多云,晴,晴
华北,天津市,河东,21,9,22,10,21,10,23,16,21,12,15,12,15,11,16,12,18,11,17,7,16,9,17,5,12,4,14,5,16,7,晴,晴,晴,多云,阴,阴,阴,阴,阴,晴,晴,阴,多云,晴,晴
华北,天津市,河西,21,9,22,10,21,10,23,16,21,12,15,12,15,11,16,12,18,11,17,7,16,9,17,5,12,4,14,5,16,7,晴,晴,晴,多云,阴,阴,阴,阴,阴,晴,晴,阴,多云,晴,晴
