华北,北京市,北京市,14,9,小雨,16,6,晴,18,3,晴,19,5,晴,19,8,多云,19,12,阴,21,10,晴,24,11,多云,18,6,晴,17,2,晴,18,2,晴,20,7,晴,18,7,阴,23,10,晴,21,5,晴
华北,北京市,东城,15,10,阴,15,7,晴,18,4,晴,19,5,晴,18,9,多云,20,12,阴,22,11,晴,24,13,多云,19,6,晴,17,4,晴,18,3,晴,20,7,晴,17,7,阴,22,11,晴,22,7,晴
华北,北京市,西城,15,9,小雨,15,5,晴,19,3,晴,19,4,晴,19,8,多云,20,12,阴,22,10,晴,24,11,多云,19,3,晴,18,2,晴,19,1,晴,20,6,晴,17,6,阴,23,8,晴,22,5,晴
华北,北京市,丰台,14,9,小雨,15,5,晴,19,2,晴,19,4,晴,18,7,多云,19,10,阴,21,9,晴,24,10,多云,19,3,晴,17,2,晴,17,1,晴,19,5,晴,16,5,阴,22,10,晴,22,5,晴
华北,北京市,石景山,14,9,小雨,15,5,晴,19,2,晴,19,4,晴,18,7,多云,19,10,阴,21,9,晴,24,10,多云,19,3,晴,17,2,晴,17,1,晴,19,5,晴,16,5,阴,22,10,晴,22,5,晴
华北,北京市,海淀,15,9,小雨,15,5,晴,19,3,晴,19,4,晴,19,8,多云,20,12,阴,22,10,晴,24,11,多云,19,3,晴,18,2,晴,19,1,晴,20,6,晴,17,6,阴,23,8,晴,22,5,晴
华北,北京市,门头沟,14,10,小雨,15,6,晴,19,3,晴,19,6,晴,18,9,多云,19,11,阴,21,11,晴,24,12,多云,19,5,晴,18,3,晴,18,4,晴,20,6,晴,17,8,阴,22,11,晴,22,6,晴
华北,北京市,房山,14,8,阴,15,3,晴,18,2,晴,19,3,晴,18,7,多云,19,10,阴,22,9,晴,24,10,多云,19,2,晴,18,0,晴,18,0,晴,20,6,晴,19,5,阴,22,8,晴,22,4,晴
华北,北京市,通州,14,8,阴,15,5,晴,18,2,晴,19,3,晴,19,7,多云,19,9,阴,21,9,晴,24,11,多云,18,5,晴,17,1,晴,18,0,晴,20,6,晴,18,5,阴,22,8,晴,21,4,晴
华北,北京市,顺义,14,9,阴,15,5,晴,19,4,晴,19,5,晴,18,9,多云,20,12,阴,21,11,晴,24,11,多云,18,4,晴,18,3,晴,18,3,晴,20,6,晴,17,7,阴,22,10,晴,22,6,晴
华北,北京市,昌平,12,8,阴,15,6,晴,19,4,晴,19,5,晴,18,9,多云,20,12,阴,21,11,晴,25,11,多云,19,5,晴,18,3,晴,18,3,晴,19,6,晴,16,7,阴,22,10,晴,21,6,晴
华北,北京市,怀柔,13,8,小雨,17,3,晴,18,2,晴,19,4,晴,19,7,多云,20,10,阴,21,9,晴,24,9,多云,18,2,晴,17,1,晴,18,1,晴,20,6,晴,18,5,阴,22,8,晴,21,4,晴
华北,北京市,平谷,14,6,阴,15,2,晴,18,-1,晴,19,2,晴,19,6,多云,20,9,阴,21,8,晴,24,8,多云,18,1,晴,17,-1,晴,17,0,晴,20,3,晴,18,4,阴,22,6,晴,21,2,晴
华北,北京市,密云,13,5,阴,15,1,晴,18,1,晴,19,2,晴,20,7,多云,20,9,阴,21,9,晴,24,8,多云,18,1,晴,17,-1,晴,17,1,晴,20,3,晴,17,5,阴,22,7,晴,21,3,晴
华北,北京市,延庆,13,6,阴,11,2,晴,16,-1,晴,18,1,晴,19,6,多云,19,8,阴,22,7,晴,24,7,多云,16,0,晴,13,-1,晴,16,-1,晴,18,3,晴,14,3,小雨,23,6,晴,18,2,晴
