华北,北京市,北京市,21,6,晴,23,7,晴,22,8,晴,24,9,晴,25,10,晴,22,7,晴,22,8,晴,21,7,多云,22,8,多云,21,9,多云,21,9,多云,21,10,多云,19,10,阴,16,7,多云,15,5,多云
华北,北京市,东城,21,6,晴,23,7,晴,22,8,晴,24,10,晴,26,10,晴,23,9,晴,21,8,晴,21,7,多云,22,8,多云,21,9,多云,21,9,多云,21,10,多云,19,10,阴,16,7,多云,15,5,多云
华北,北京市,西城,21,5,晴,23,6,晴,22,7,晴,24,8,晴,28,8,晴,24,7,晴,23,7,晴,21,7,多云,22,8,多云,20,9,多云,21,9,多云,21,9,多云,19,10,阴,16,7,多云,15,4,多云
华北,北京市,丰台,22,5,晴,22,7,晴,21,7,晴,24,9,晴,26,9,晴,23,8,晴,22,8,晴,21,7,多云,22,8,多云,21,9,多云,21,9,多云,21,10,多云,19,10,阴,16,7,多云,15,5,多云
华北,北京市,石景山,22,5,晴,22,6,晴,22,7,晴,24,7,晴,27,8,晴,22,7,晴,22,7,晴,21,6,多云,21,8,多云,20,9,多云,21,9,多云,21,9,多云,19,10,阴,16,7,多云,15,4,多云
华北,北京市,海淀,21,5,晴,23,6,晴,22,7,晴,24,8,晴,28,8,晴,24,7,晴,23,7,晴,21,7,多云,22,8,多云,20,9,多云,21,9,多云,21,9,多云,19,10,阴,16,7,多云,15,4,多云
华北,北京市,门头沟,22,7,晴,22,7,晴,21,8,晴,24,9,晴,27,11,晴,22,8,晴,22,9,晴,20,10,晴,20,10,晴,18,11,阵雨,17,9,晴,19,9,阵雨,16,10,阵雨,14,6,晴,12,5,晴
华北,北京市,房山,22,5,晴,22,7,晴,21,7,晴,24,9,晴,26,9,晴,23,8,晴,22,8,晴,21,7,多云,22,8,多云,21,9,多云,21,9,多云,21,10,多云,19,10,阴,16,7,多云,15,5,多云
华北,北京市,通州,21,4,晴,22,5,晴,21,7,晴,23,6,晴,27,9,晴,22,6,晴,22,7,晴,20,9,晴,21,10,晴,20,11,晴,18,10,晴,19,9,阵雨,16,10,阵雨,14,6,晴,13,5,晴
华北,北京市,顺义,21,6,晴,23,7,晴,22,8,晴,24,9,晴,28,9,晴,24,8,晴,22,9,晴,19,9,晴,20,10,晴,19,11,晴,18,9,晴,19,10,阵雨,16,10,阵雨,14,6,晴,12,5,晴
华北,北京市,昌平,22,6,晴,22,7,晴,22,8,晴,24,9,晴,27,9,晴,24,7,晴,23,7,晴,18,8,晴,19,9,晴,17,10,晴,17,9,晴,18,9,阵雨,16,9,阵雨,13,6,晴,11,4,晴
华北,北京市,怀柔,21,5,晴,22,5,晴,22,7,晴,24,8,晴,27,8,晴,23,6,晴,23,8,晴,19,10,晴,20,11,晴,18,11,晴,17,10,晴,18,11,雨,16,9,阵雨,13,6,晴,12,5,晴
华北,北京市,平谷,21,2,晴,23,4,晴,22,5,晴,24,5,晴,27,6,晴,22,2,晴,22,4,晴,22,5,多云,22,7,多云,21,8,多云,21,8,多云,21,8,多云,19,9,阴,16,6,多云,15,3,多云
华北,北京市,密云,21,3,晴,23,5,晴,22,6,晴,24,7,晴,25,7,晴,23,5,晴,23,6,晴,19,8,晴,20,9,晴,18,10,晴,17,8,晴,18,9,雨,16,9,阵雨,13,5,晴,12,4,晴
华北,北京市,延庆,19,2,晴,21,3,晴,21,4,晴,23,2,晴,24,4,晴,20,3,晴,21,3,晴,19,7,晴,18,7,晴,16,8,晴,16,6,晴,17,7,雨,14,7,阵雨,11,3,晴,10,2,雨
华北,天津市,天津市,21,11,晴,23,12,晴,24,13,多云,25,13,晴,25,11,多云,20,10,多云,22,10,晴,24,9,多云,23,10,多云,22,11,多云,22,11,多云,22,11,多云,21,12,阴,18,9,多云,15,6,多云
华北,天津市,和平,21,11,晴,23,12,晴,24,13,多云,25,13,晴,25,11,多云,20,10,多云,22,10,晴,24,9,多云,23,10,多云,22,11,多云,22,11,多云,22,11,多云,21,12,阴,18,9,多云,15,6,多云
华北,天津市,河东,21,11,晴,23,12,晴,24,13,多云,25,13,晴,25,11,多云,20,10,多云,22,10,晴,24,9,多云,23,10,多云,22,11,多云,22,11,多云,22,11,多云,21,12,阴,18,9,多云,15,6,多云
华北,天津市,河西,21,11,晴,23,12,晴,24,13,多云,25,13,晴,25,11,多云,20,10,多云,22,10,晴,24,9,多云,23,10,多云,22,11,多云,22,11,多云,22,11,多云,21,12,阴,18,9,多云,15,6,多云
华北,天津市,南开,21,11,晴,23,12,晴,24,13,多云,25,13,晴,25,11,多云,20,10,多云,22,10,晴,24,9,多云,23,10,多云,22,11,多云,22,11,多云,22,11,多云,21,12,阴,18,9,多云,15,6,多云
华北,天津市,河北,21,11,晴,23,12,晴,24,13,多云,25,13,晴,25,11,多云,20,10,多云,22,10,晴,24,9,多云,23,10,多云,22,11,多云,22,11,多云,22,11,多云,21,12,阴,18,9,多云,15,6,多云
华北,天津市,红桥,21,11,晴,23,12,晴,24,13,多云,25,13,晴,25,11,多云,20,10,多云,22,10,晴,24,9,多云,23,10,多云,22,11,多云,22,11,多云,22,11,多云,21,12,阴,18,9,多云,15,6,多云
华北,天津市,东丽,21,9,晴,23,11,晴,23,12,多云,24,12,晴,25,9,多云,20,9,多云,22,9,晴,23,9,多云,23,10,多云,22,11,多云,22,11,多云,22,11,多云,21,11,阴,18,9,多云,15,6,多云
华北,天津市,西青,21,5,晴,23,8,晴,24,11,多云,25,11,晴,25,9,多云,20,8,多云,22,9,晴,24,9,多云,23,10,多云,22,11,多云,22,11,多云,22,11,多云,21,11,阴,18,9,多云,15,6,多云
